user_id,item_id,age_bucket,category,clicked,user_idx,item_idx,cat_idx
124,79,35-44,tech,0,99,71,1
77,150,18-24,movies,0,326,278,3
433,233,25-34,movies,0,316,247,3
232,134,35-44,movies,0,137,29,3
42,289,18-24,sports,0,330,173,2
389,180,35-44,movies,0,34,206,3
369,140,35-44,news,1,138,226,0
217,91,18-24,sports,0,181,283,2
441,223,18-24,sports,0,216,81,2
124,83,35-44,movies,0,99,223,3
60,73,18-24,movies,0,146,157,3
473,218,18-24,news,0,79,296,0
198,157,18-24,sports,0,255,33,2
363,213,25-34,tech,0,217,186,1
219,101,25-34,tech,0,22,90,1
82,188,18-24,news,0,459,111,0
109,93,25-34,news,0,42,121,0
491,143,35-44,news,0,95,239,0
322,37,18-24,tech,0,457,61,1
467,47,25-34,tech,0,462,242,1
293,205,18-24,tech,0,414,140,1
405,105,35-44,movies,0,252,250,3
400,157,25-34,sports,0,173,33,2
338,245,18-24,tech,1,386,129,1
189,40,35-44,tech,0,427,9,1
350,227,18-24,sports,0,242,209,2
359,43,35-44,movies,0,4,193,3
309,70,35-44,news,1,393,184,0
407,195,25-34,tech,0,82,150,1
335,4,18-24,movies,0,196,237,3
174,96,35-44,movies,0,432,148,3
16,78,35-44,movies,0,2,101,3
76,3,18-24,news,0,392,5,0
370,15,18-24,news,0,189,2,0
67,88,35-44,tech,0,63,210,1
203,160,35-44,news,0,254,59,0
134,43,25-34,movies,0,71,193,3
387,249,35-44,news,0,390,155,0
471,102,25-34,sports,0,479,75,2
390,226,35-44,sports,0,31,96,2
31,116,35-44,movies,0,411,11,3
429,267,25-34,tech,0,325,118,1
386,83,18-24,movies,0,311,223,3
378,299,35-44,sports,0,147,139,2
441,11,25-34,sports,0,216,232,2
391,261,25-34,movies,0,112,248,3
45,188,25-34,movies,0,295,111,3
53,228,25-34,sports,0,66,97,2
10,255,18-24,news,0,121,144,0
276,145,18-24,tech,0,49,228,1
134,168,18-24,news,0,71,76,0
403,101,25-34,tech,0,80,90,1
10,199,25-34,news,0,121,284,0
327,236,25-34,news,0,0,266,0
220,181,25-34,movies,0,44,43,3
27,179,25-34,movies,0,467,77,3
275,10,35-44,movies,0,307,172,3
325,288,25-34,news,0,127,105,0
367,233,18-24,tech,0,270,247,1
5,49,18-24,sports,0,478,274,2
39,107,35-44,movies,0,107,243,3
272,272,25-34,movies,0,327,34,3
474,236,35-44,sports,0,159,266,2
276,88,18-24,tech,0,49,210,1
213,235,35-44,movies,0,239,8,3
417,276,35-44,sports,0,340,41,2
379,15,18-24,sports,0,212,2,2
216,236,25-34,sports,0,25,266,2
460,53,35-44,tech,0,401,203,1
181,194,25-34,sports,0,410,50,2
411,56,25-34,movies,0,288,24,3
82,224,35-44,news,0,459,63,0
417,205,25-34,sports,0,340,140,2
153,250,25-34,sports,0,281,117,2
108,114,25-34,movies,0,200,109,3
252,116,25-34,tech,0,194,11,1
353,254,35-44,tech,0,124,185,1
62,54,18-24,news,0,486,93,0
126,113,35-44,movies,0,286,197,3
160,98,35-44,news,0,210,125,0
378,24,35-44,tech,0,147,299,1
416,136,18-24,tech,0,328,14,1
227,22,25-34,sports,0,198,201,2
446,161,35-44,news,0,464,19,0
105,275,35-44,movies,0,111,119,3
452,155,25-34,movies,0,73,136,3
466,58,35-44,movies,0,251,143,3
416,297,18-24,sports,0,328,285,2
244,102,25-34,movies,0,361,75,3
193,103,18-24,news,0,9,254,0
149,219,18-24,news,0,238,200,0
23,267,25-34,sports,0,11,118,2
427,188,35-44,news,0,13,111,0
201,108,25-34,movies,0,452,252,3
472,52,35-44,sports,0,454,1,2
415,143,18-24,movies,0,78,239,3
16,59,35-44,sports,0,2,80,2
361,124,18-24,movies,0,169,114,3
257,56,25-34,movies,0,232,24,3
321,161,18-24,movies,0,221,19,3
332,123,25-34,sports,0,435,244,2
84,206,18-24,sports,0,51,57,2
188,265,25-34,tech,0,199,94,1
146,59,18-24,news,0,490,80,0
371,189,35-44,sports,0,282,116,2
194,248,18-24,tech,1,16,99,1
247,154,18-24,sports,0,421,199,2
96,231,35-44,tech,0,158,265,1
34,22,25-34,movies,0,446,201,3
290,161,18-24,movies,0,19,19,3
472,155,35-44,news,0,454,136,0
125,284,35-44,sports,0,323,52,2
164,135,18-24,movies,0,249,154,3
40,195,35-44,sports,0,177,150,2
149,271,35-44,tech,0,238,55,1
346,135,35-44,movies,0,285,154,3
406,263,18-24,movies,0,278,40,3
324,252,25-34,news,0,488,270,0
300,179,35-44,movies,0,317,77,3
139,168,35-44,news,0,115,76,0
225,92,25-34,news,0,284,279,0
295,8,35-44,sports,0,356,202,2
28,266,18-24,news,0,450,177,0
236,162,18-24,sports,0,47,225,2
3,261,35-44,news,0,214,248,0
341,140,18-24,movies,0,102,226,3
459,257,18-24,sports,0,370,269,2
85,102,35-44,movies,0,366,75,3
73,193,35-44,news,0,172,245,0
49,224,35-44,movies,0,7,63,3
390,278,25-34,movies,0,31,147,3
95,294,35-44,movies,0,423,102,3
409,190,25-34,tech,0,418,166,1
296,17,35-44,movies,0,420,233,3
33,209,35-44,tech,0,455,153,1
377,35,18-24,news,0,350,287,0
441,28,25-34,news,0,216,17,0
382,97,25-34,sports,0,290,123,2
228,105,35-44,movies,0,166,250,3
73,132,25-34,movies,0,172,246,3
482,187,35-44,news,0,312,163,0
198,160,18-24,sports,0,255,59,2
100,168,18-24,movies,0,322,76,3
289,231,25-34,movies,0,378,265,3
276,209,35-44,news,0,49,153,0
0,3,35-44,movies,0,438,5,3
134,295,35-44,tech,0,71,216,1
274,7,18-24,movies,0,46,48,3
159,181,18-24,movies,0,465,43,3
440,105,25-34,sports,0,24,250,2
255,163,25-34,tech,0,237,211,1
475,98,25-34,news,0,447,125,0
405,187,18-24,sports,0,252,163,2
98,141,35-44,sports,0,90,257,2
358,118,18-24,news,0,491,281,0
370,228,25-34,tech,0,189,97,1
240,79,18-24,sports,0,144,71,2
427,114,25-34,news,0,13,109,0
135,46,35-44,movies,0,204,138,3
195,186,18-24,sports,0,436,13,2
356,167,25-34,movies,0,319,107,3
253,65,18-24,sports,0,274,104,2
207,132,18-24,news,0,135,246,0
466,188,35-44,sports,0,251,111,2
206,213,35-44,tech,0,157,186,1
50,51,25-34,sports,0,175,12,2
274,167,25-34,movies,0,46,107,3
55,110,18-24,tech,0,207,6,1
139,119,18-24,sports,0,115,264,2
465,129,18-24,tech,0,476,130,1
495,50,25-34,news,0,314,134,0
58,134,35-44,sports,0,27,29,2
330,3,35-44,news,0,344,5,0
379,82,25-34,sports,0,212,31,2
8,269,18-24,sports,0,474,268,2
418,80,35-44,sports,0,468,28,2
371,75,18-24,movies,0,282,92,3
78,255,35-44,news,0,162,144,0
434,274,18-24,tech,0,419,27,1
253,193,35-44,news,0,274,245,0
495,74,35-44,sports,0,314,146,2
181,149,35-44,news,0,410,135,0
406,87,18-24,news,0,278,290,0
172,62,35-44,movies,0,398,95,3
154,120,25-34,tech,0,141,171,1
207,297,35-44,news,0,135,285,0
221,299,25-34,sports,0,375,139,2
128,98,18-24,tech,0,69,125,1
413,270,18-24,news,0,65,26,0
459,296,18-24,tech,0,370,86,1
43,31,18-24,movies,0,484,178,3
102,279,18-24,tech,0,260,4,1
496,206,18-24,sports,0,83,57,2
98,215,35-44,movies,0,90,83,3
30,207,25-34,movies,0,40,103,3
473,216,18-24,tech,0,79,36,1
307,61,35-44,tech,0,125,115,1
89,53,25-34,tech,0,153,203,1
133,27,25-34,movies,0,399,44,3
489,1,25-34,movies,0,497,68,3
410,274,25-34,news,0,233,27,0
452,292,18-24,tech,0,73,190,1
427,143,35-44,news,0,13,239,0
84,251,25-34,sports,0,51,128,2
24,9,25-34,news,0,246,32,0
142,65,35-44,movies,0,5,104,3
263,167,18-24,movies,0,272,107,3
399,160,18-24,tech,0,374,59,1
206,21,25-34,tech,0,157,215,1
130,294,25-34,sports,0,315,102,2
300,58,25-34,news,0,317,143,0
87,206,35-44,sports,0,15,57,2
357,183,18-24,movies,0,359,7,3
211,169,35-44,movies,0,293,82,3
72,116,25-34,sports,0,228,11,2
413,121,18-24,sports,0,65,176,2
326,214,18-24,sports,0,371,263,2
385,178,18-24,movies,0,245,62,3
136,146,35-44,sports,0,301,100,2
127,182,18-24,tech,0,76,289,1
274,217,25-34,tech,0,46,298,1
274,109,25-34,news,0,46,87,0
147,256,35-44,tech,0,155,191,1
105,217,25-34,sports,0,111,298,2
264,97,18-24,sports,0,133,123,2
208,111,18-24,news,0,110,53,0
114,132,18-24,news,0,308,246,0
209,88,35-44,tech,0,313,210,1
211,284,35-44,movies,0,293,52,3
431,274,25-34,tech,0,17,27,1
4,152,35-44,tech,0,296,30,1
222,279,18-24,sports,0,28,4,2
367,206,25-34,tech,0,270,57,1
214,57,35-44,tech,0,271,0,1
274,3,35-44,news,0,46,5,0
267,3,25-34,news,0,365,5,0
83,0,25-34,tech,0,123,85,1
491,128,18-24,movies,0,95,159,3
266,268,25-34,movies,0,106,127,3
481,190,18-24,sports,0,191,166,2
167,31,18-24,news,0,89,178,0
307,91,18-24,tech,0,125,283,1
367,46,18-24,movies,0,270,138,3
356,113,35-44,movies,0,319,197,3
192,275,18-24,movies,0,336,119,3
474,147,25-34,movies,0,159,141,3
485,56,18-24,tech,0,364,24,1
13,268,35-44,sports,0,151,127,2
315,129,18-24,tech,0,292,130,1
98,146,25-34,news,0,90,100,0
16,292,18-24,movies,0,2,190,3
467,106,25-34,tech,0,462,174,1
303,168,35-44,movies,0,118,76,3
446,163,25-34,tech,0,464,211,1
379,130,18-24,sports,0,212,158,2
211,175,18-24,movies,0,293,66,3
215,91,18-24,movies,0,126,283,3
165,287,35-44,sports,0,383,21,2
94,146,18-24,movies,0,300,100,3
10,62,18-24,sports,0,121,95,2
192,178,25-34,news,0,336,62,0
268,6,18-24,movies,0,226,280,3
51,42,18-24,movies,0,230,255,3
327,260,25-34,movies,0,0,23,3
71,253,18-24,movies,0,1,227,3
460,199,18-24,movies,0,401,284,3
435,63,18-24,movies,0,333,196,3
412,248,18-24,movies,0,362,99,3
336,283,18-24,tech,0,379,65,1
248,14,18-24,sports,0,50,156,2
205,89,18-24,sports,0,18,84,2
452,15,35-44,news,0,73,2,0
366,107,35-44,sports,0,439,243,2
459,157,35-44,tech,0,370,33,1
402,296,35-44,news,0,93,86,0
412,134,35-44,movies,0,362,29,3
104,237,18-24,movies,0,60,167,3
115,281,18-24,sports,0,38,35,2
274,279,35-44,sports,0,46,4,2
375,196,18-24,sports,0,128,189,2
389,26,18-24,news,0,34,67,0
332,193,25-34,tech,0,435,245,1
168,8,35-44,sports,0,229,202,2
195,167,18-24,news,0,436,107,0
59,226,18-24,movies,0,193,96,3
234,149,18-24,news,0,353,135,0
480,23,35-44,movies,0,456,221,3
14,26,35-44,sports,0,466,67,2
288,35,25-34,tech,0,62,287,1
147,277,25-34,tech,0,155,212,1
462,20,35-44,sports,1,91,110,2
238,266,25-34,movies,0,179,177,3
489,71,18-24,sports,0,497,168,2
118,276,18-24,tech,0,422,41,1
415,288,25-34,tech,0,78,105,1
173,276,18-24,movies,0,483,41,3
340,147,25-34,sports,0,472,141,2
416,294,25-34,movies,0,328,102,3
456,227,35-44,tech,0,103,209,1
354,292,25-34,tech,0,458,190,1
34,80,25-34,tech,0,446,28,1
168,98,18-24,tech,1,229,125,1
364,26,25-34,news,0,259,67,0
213,152,25-34,movies,0,239,30,3
306,241,18-24,movies,0,429,198,3
251,229,18-24,tech,0,134,46,1
73,12,25-34,news,0,172,295,0
384,220,18-24,news,0,105,205,0
396,213,35-44,movies,0,368,186,3
372,217,35-44,movies,0,45,298,3
328,37,25-34,movies,0,262,61,3
174,222,25-34,tech,0,432,79,1
481,261,18-24,sports,0,191,248,2
129,183,35-44,news,0,241,7,0
308,88,18-24,tech,0,3,210,1
158,275,35-44,news,0,244,119,0
372,30,35-44,sports,0,45,217,2
390,82,35-44,tech,0,31,31,1
15,242,18-24,sports,0,206,234,2
354,83,35-44,tech,0,458,223,1
379,119,35-44,tech,0,212,264,1
118,272,25-34,sports,0,422,34,2
226,155,25-34,tech,0,94,136,1
5,154,18-24,movies,0,478,199,3
413,6,35-44,tech,0,65,280,1
441,27,25-34,tech,0,216,44,1
469,294,25-34,news,0,101,102,0
119,210,18-24,news,0,168,149,0
356,129,25-34,tech,0,319,130,1
77,11,35-44,news,0,326,232,0
136,76,35-44,tech,0,301,69,1
74,131,18-24,sports,0,202,188,2
244,100,35-44,sports,0,361,214,2
436,282,25-34,sports,0,56,70,2
36,40,18-24,news,0,41,9,0
401,54,25-34,sports,0,52,93,2
88,79,35-44,sports,0,225,71,2
168,33,25-34,news,0,229,259,0
436,168,35-44,movies,0,56,76,3
193,181,18-24,movies,0,9,43,3
396,159,25-34,tech,0,368,112,1
203,163,25-34,movies,0,254,211,3
278,47,18-24,sports,0,287,242,2
235,23,35-44,sports,0,178,221,2
4,188,18-24,news,0,296,111,0
20,221,35-44,news,0,59,137,0
402,14,25-34,sports,0,93,156,2
245,62,35-44,tech,0,343,95,1
112,42,35-44,sports,0,487,255,2
1,29,25-34,sports,0,358,207,2
55,179,35-44,news,0,207,77,0
274,208,35-44,tech,0,46,42,1
421,228,25-34,sports,0,261,97,2
348,124,18-24,tech,0,283,114,1
58,176,25-34,tech,0,27,124,1
132,34,25-34,sports,0,132,180,2
42,255,25-34,news,0,330,144,0
25,187,25-34,sports,0,395,163,2
161,129,25-34,tech,0,156,130,1
245,79,18-24,tech,0,343,71,1
76,146,25-34,sports,1,392,100,2
21,238,35-44,news,0,215,236,0
204,212,35-44,tech,0,37,145,1
412,297,35-44,sports,0,362,285,2
432,39,18-24,sports,0,489,286,2
497,8,35-44,tech,0,482,202,1
8,185,25-34,movies,0,474,10,3
456,226,35-44,movies,0,103,96,3
6,242,25-34,news,1,338,234,0
235,130,35-44,tech,0,178,158,1
145,172,35-44,sports,0,360,253,2
181,154,18-24,news,0,410,199,0
268,130,25-34,sports,0,226,158,2
467,286,18-24,movies,0,462,235,3
25,184,35-44,sports,0,395,241,2
299,49,35-44,sports,0,402,274,2
367,95,18-24,news,0,270,56,0
215,287,25-34,movies,0,126,21,3
157,227,25-34,news,0,75,209,0
456,213,18-24,news,0,103,186,0
175,167,25-34,movies,0,348,107,3
282,74,25-34,sports,0,163,146,2
34,251,35-44,sports,0,446,128,2
213,15,25-34,news,0,239,2,0
407,59,18-24,movies,0,82,80,3
203,81,18-24,sports,0,254,208,2
11,106,35-44,sports,0,437,174,2
435,60,25-34,news,0,333,222,0
162,212,18-24,sports,0,337,145,2
244,177,25-34,sports,0,361,240,2
123,255,35-44,tech,0,334,144,1
221,202,25-34,tech,0,375,161,1
352,125,18-24,tech,0,460,267,1
82,236,25-34,sports,0,459,266,2
211,193,25-34,sports,0,293,245,2
210,112,35-44,sports,0,409,38,2
33,247,18-24,movies,0,455,160,3
243,256,18-24,tech,0,97,191,1
48,220,25-34,news,0,227,205,0
393,79,25-34,movies,0,305,71,3
384,126,35-44,news,0,105,98,0
282,133,35-44,movies,0,163,78,3
212,80,25-34,sports,0,187,28,2
72,8,18-24,movies,0,228,202,3
480,23,18-24,news,0,456,221,0
211,185,18-24,news,0,293,10,0
38,246,25-34,news,0,332,49,0
346,28,35-44,tech,0,285,17,1
1,167,25-34,movies,0,358,107,3
296,65,18-24,movies,0,420,104,3
74,287,25-34,tech,1,202,21,1
337,92,18-24,sports,0,363,279,2
126,269,25-34,movies,0,286,268,3
272,110,25-34,tech,0,327,6,1
58,7,35-44,tech,0,27,48,1
371,36,18-24,news,0,282,256,0
481,16,25-34,sports,0,191,170,2
450,196,25-34,movies,0,408,189,3
351,164,18-24,tech,0,184,179,1
495,128,25-34,sports,0,314,159,2
426,27,25-34,sports,0,92,44,2
390,265,25-34,tech,0,31,94,1
270,181,25-34,movies,0,303,43,3
353,88,18-24,movies,0,124,210,3
356,66,25-34,tech,0,319,175,1
257,252,25-34,movies,0,232,270,3
426,102,18-24,sports,0,92,75,2
64,19,25-34,tech,0,143,275,1
162,139,25-34,tech,0,337,291,1
175,141,35-44,news,0,348,257,0
410,293,25-34,tech,0,233,181,1
294,2,25-34,sports,0,98,288,2
309,67,25-34,tech,0,393,162,1
22,1,25-34,sports,0,70,68,2
330,45,18-24,tech,0,344,276,1
331,46,18-24,movies,0,149,138,3
64,111,35-44,sports,0,143,53,2
489,21,35-44,sports,0,497,215,2
125,34,35-44,tech,0,323,180,1
435,292,25-34,movies,0,333,190,3
68,272,35-44,news,0,298,34,0
259,230,25-34,tech,0,223,132,1
390,101,25-34,movies,0,31,90,3
17,227,18-24,news,0,441,209,0
386,28,18-24,news,0,311,17,0
98,262,25-34,tech,0,90,277,1
418,59,25-34,news,0,468,80,0
96,15,35-44,news,0,158,2,0
315,226,35-44,sports,0,292,96,2
390,198,35-44,sports,0,31,169,2
266,126,18-24,news,0,106,98,0
305,147,18-24,sports,0,84,141,2
359,175,35-44,tech,0,4,66,1
110,222,35-44,sports,0,273,79,2
263,48,18-24,movies,0,272,238,3
114,249,25-34,news,0,308,155,0
371,104,25-34,news,0,282,218,0
42,153,35-44,sports,0,330,60,2
393,228,25-34,sports,0,305,97,2
443,144,35-44,news,0,12,192,0
446,221,18-24,news,0,464,137,0
169,142,18-24,sports,0,349,120,2
41,94,18-24,sports,0,57,126,2
235,161,35-44,tech,1,178,19,1
372,35,35-44,sports,1,45,287,2
375,53,35-44,news,0,128,203,0
211,216,25-34,news,0,293,36,0
372,235,35-44,movies,0,45,8,3
15,19,25-34,movies,0,206,275,3
200,91,25-34,tech,0,345,283,1
151,192,35-44,movies,0,54,113,3
295,214,35-44,tech,0,356,263,1
206,52,35-44,news,0,157,1,0
242,255,18-24,sports,0,43,144,2
454,181,18-24,sports,0,209,43,2
378,196,35-44,movies,0,147,189,3
401,229,18-24,sports,0,52,46,2
287,73,35-44,sports,0,211,157,2
270,1,18-24,tech,0,303,68,1
330,117,18-24,movies,0,344,39,3
167,199,18-24,movies,0,89,284,3
144,134,35-44,news,0,148,29,0
317,186,35-44,sports,0,192,13,2
98,272,25-34,news,0,90,34,0
223,25,25-34,tech,0,247,54,1
40,90,18-24,news,0,177,72,0
170,183,35-44,movies,0,471,7,3
236,91,18-24,movies,0,47,283,3
365,40,25-34,movies,0,289,9,3
329,29,35-44,sports,0,406,207,2
478,243,25-34,sports,0,266,224,2
442,216,35-44,movies,0,443,36,3
421,14,18-24,news,0,261,156,0
391,124,25-34,sports,0,112,114,2
343,136,35-44,tech,0,14,14,1
370,264,25-34,sports,0,189,261,2
409,290,18-24,movies,0,418,183,3
143,16,35-44,news,0,197,170,0
127,151,18-24,tech,0,76,230,1
103,22,18-24,tech,0,243,201,1
455,251,25-34,news,0,448,128,0
253,195,18-24,movies,0,274,150,3
478,73,35-44,tech,0,266,157,1
401,236,25-34,news,0,52,266,0
460,237,25-34,sports,0,401,167,2
30,71,18-24,news,0,40,168,0
315,89,35-44,news,0,292,84,0
451,123,25-34,sports,0,376,244,2
61,274,18-24,movies,0,413,27,3
310,33,35-44,news,0,36,259,0
479,57,18-24,movies,0,61,0,3
210,225,18-24,tech,0,409,152,1
189,60,35-44,movies,0,427,222,3
53,140,25-34,sports,0,66,226,2
341,7,18-24,movies,0,102,48,3
183,256,35-44,sports,0,182,191,2
438,48,18-24,tech,0,48,238,1
193,20,18-24,sports,0,9,110,2
313,78,35-44,sports,0,434,101,2
53,150,35-44,tech,0,66,278,1
168,68,25-34,news,0,229,64,0
67,103,18-24,news,1,63,254,0
140,283,18-24,tech,0,208,65,1
369,111,25-34,movies,0,138,53,3
112,21,18-24,news,1,487,215,0
357,213,18-24,movies,0,359,186,3
75,286,25-34,movies,0,424,235,3
225,160,25-34,sports,0,284,59,2
142,216,18-24,news,0,5,36,0
277,294,18-24,tech,0,433,102,1
277,110,35-44,movies,0,433,6,3
187,68,35-44,news,0,275,64,0
428,27,25-34,movies,0,396,44,3
381,45,25-34,news,0,21,276,0
399,77,35-44,tech,0,374,293,1
421,99,35-44,news,0,261,91,0
23,276,25-34,sports,0,11,41,2
166,7,18-24,news,0,131,48,0
85,82,35-44,news,0,366,31,0
275,171,25-34,sports,0,307,89,2
445,222,35-44,movies,0,167,79,3
415,219,25-34,tech,0,78,200,1
369,98,25-34,tech,0,138,125,1
92,12,35-44,news,0,154,295,0
86,125,35-44,movies,0,339,267,3
416,105,18-24,news,0,328,250,0
77,210,35-44,movies,0,326,149,3
452,162,35-44,movies,0,73,225,3
45,212,35-44,tech,0,295,145,1
203,268,18-24,tech,0,254,127,1
286,143,25-34,movies,0,431,239,3
9,25,18-24,movies,0,235,54,3
303,216,25-34,sports,0,118,36,2
413,141,18-24,tech,0,65,257,1
92,84,35-44,movies,0,154,195,3
22,121,18-24,sports,0,70,176,2
2,159,35-44,sports,0,405,112,2
65,93,25-34,news,0,400,121,0
38,47,25-34,news,0,332,242,0
170,216,18-24,sports,0,471,36,2
455,240,18-24,sports,0,448,108,2
443,203,18-24,tech,0,12,165,1
47,155,18-24,movies,0,492,136,3
415,267,35-44,tech,0,78,118,1
241,59,25-34,tech,0,367,80,1
388,273,25-34,news,0,407,15,0
184,1,25-34,tech,0,240,68,1
125,255,35-44,news,0,323,144,0
199,195,35-44,news,0,461,150,0
250,9,18-24,news,0,32,32,0
233,49,35-44,news,0,304,274,0
243,292,35-44,tech,0,97,190,1
214,85,25-34,movies,0,271,273,3
226,267,25-34,sports,0,94,118,2
183,260,25-34,news,0,182,23,0
216,121,35-44,news,0,25,176,0
323,298,18-24,news,0,451,22,0
380,226,25-34,news,0,67,96,0
335,102,18-24,movies,0,196,75,3
142,25,25-34,news,0,5,54,0
97,128,35-44,sports,0,185,159,2
353,244,25-34,sports,0,124,231,2
421,162,18-24,sports,0,261,225,2
225,233,25-34,news,0,284,247,0
238,62,25-34,movies,0,179,95,3
378,50,18-24,sports,0,147,134,2
385,203,18-24,news,0,245,165,0
79,30,35-44,tech,0,6,217,1
296,52,18-24,movies,0,420,1,3
196,163,18-24,sports,0,109,211,2
121,107,35-44,news,0,236,243,0
220,251,18-24,tech,0,44,128,1
413,12,35-44,sports,0,65,295,2
204,214,35-44,news,0,37,263,0
136,220,25-34,tech,0,301,205,1
82,178,18-24,tech,0,459,62,1
316,209,18-24,movies,0,10,153,3
157,210,25-34,news,0,75,149,0
76,45,25-34,sports,0,392,276,2
392,255,18-24,sports,0,122,144,2
255,46,18-24,news,0,237,138,0
355,102,25-34,news,0,341,75,0
217,128,35-44,news,0,181,159,0
464,268,18-24,movies,0,318,127,3
23,8,35-44,news,0,11,202,0
444,268,25-34,tech,0,394,127,1
427,77,18-24,news,0,13,293,0
404,21,25-34,sports,0,342,215,2
206,75,25-34,sports,0,157,92,2
122,262,35-44,movies,0,352,277,3
49,39,35-44,movies,0,7,286,3
477,285,25-34,news,0,369,131,0
155,116,18-24,tech,1,267,11,1
362,187,35-44,tech,0,86,163,1
30,145,18-24,news,0,40,228,0
41,171,35-44,tech,0,57,89,1
216,260,25-34,tech,0,25,23,1
255,68,35-44,news,0,237,64,0
283,277,18-24,sports,0,201,212,2
318,57,25-34,sports,0,498,0,2
133,185,35-44,news,0,399,10,0
173,23,25-34,movies,0,483,221,3
66,262,35-44,tech,0,264,277,1
313,118,35-44,sports,0,434,281,2
364,164,18-24,movies,0,259,179,3
119,36,18-24,sports,0,168,256,2
170,34,35-44,tech,0,471,180,1
460,268,18-24,movies,0,401,127,3
51,259,35-44,tech,0,230,194,1
337,154,18-24,sports,0,363,199,2
482,213,35-44,news,0,312,186,0
228,298,25-34,tech,0,166,22,1
359,131,18-24,news,0,4,188,0
210,200,18-24,tech,0,409,294,1
96,149,25-34,movies,0,158,135,3
60,207,18-24,tech,0,146,103,1
223,74,18-24,tech,0,247,146,1
124,7,18-24,tech,0,99,48,1
392,208,18-24,news,0,122,42,0
497,94,35-44,movies,0,482,126,3
490,209,25-34,tech,0,100,153,1
65,187,25-34,tech,0,400,163,1
23,182,18-24,movies,0,11,289,3
174,59,35-44,news,0,432,80,0
394,47,35-44,movies,0,294,242,3
498,30,18-24,sports,0,142,217,2
18,77,35-44,tech,0,170,293,1
4,143,35-44,sports,0,296,239,2
378,237,18-24,tech,0,147,167,1
18,298,35-44,sports,0,170,22,2
80,166,35-44,movies,0,64,187,3
212,169,35-44,tech,0,187,82,1
320,170,35-44,news,0,174,73,0
481,72,18-24,news,0,191,272,0
283,32,25-34,movies,0,201,25,3
153,270,35-44,sports,0,281,26,2
208,57,25-34,tech,0,110,0,1
4,255,35-44,sports,0,296,144,2
158,257,35-44,tech,0,244,269,1
258,80,18-24,sports,0,276,28,2
305,121,25-34,movies,0,84,176,3
144,232,18-24,sports,0,148,51,2
413,250,18-24,sports,0,65,117,2
384,124,25-34,news,0,105,114,0
289,223,25-34,movies,0,378,81,3
186,5,25-34,movies,0,186,260,3
271,210,35-44,sports,0,136,149,2
71,172,18-24,news,0,1,253,0
145,1,25-34,movies,0,360,68,3
326,201,18-24,tech,0,371,220,1
425,232,25-34,tech,0,33,51,1
67,173,25-34,news,0,63,45,0
143,295,25-34,news,0,197,216,0
316,173,35-44,tech,0,10,45,1
416,192,35-44,news,0,328,113,0
312,121,18-24,movies,0,355,176,3
153,207,25-34,sports,0,281,103,2
424,126,25-34,tech,0,183,98,1
452,62,25-34,sports,0,73,95,2
405,99,18-24,sports,0,252,91,2
330,204,25-34,movies,0,344,204,3
137,98,35-44,news,0,388,125,0
398,58,18-24,movies,0,219,143,3
381,80,18-24,news,0,21,28,0
88,65,18-24,movies,0,225,104,3
405,42,25-34,movies,1,252,255,3
217,210,18-24,tech,0,181,149,1
431,109,18-24,news,0,17,87,0
443,298,35-44,tech,0,12,22,1
496,258,18-24,movies,0,83,229,3
156,217,25-34,sports,0,250,298,2
447,225,18-24,movies,1,171,152,3
3,254,35-44,movies,0,214,185,3
328,164,18-24,tech,0,262,179,1
256,156,35-44,sports,0,150,133,2
86,25,25-34,movies,0,339,54,3
18,235,25-34,tech,1,170,8,1
310,49,18-24,movies,0,36,274,3
317,189,18-24,news,0,192,116,0
209,74,18-24,news,0,313,146,0
184,34,35-44,tech,0,240,180,1
48,22,25-34,news,0,227,201,0
434,293,25-34,sports,0,419,181,2
233,37,25-34,sports,0,304,61,2
64,17,25-34,tech,0,143,233,1
193,42,25-34,tech,0,9,255,1
437,16,35-44,news,0,165,170,0
381,32,25-34,movies,0,21,25,3
437,219,18-24,tech,0,165,200,1
194,179,35-44,sports,0,16,77,2
269,220,18-24,movies,0,499,205,3
467,9,25-34,tech,0,462,32,1
240,203,18-24,tech,0,144,165,1
248,246,18-24,movies,0,50,49,3
401,84,25-34,movies,0,52,195,3
477,271,25-34,sports,0,369,55,2
356,194,18-24,news,0,319,50,0
0,25,25-34,sports,0,438,54,2
70,257,18-24,movies,0,23,269,3
24,201,25-34,movies,0,246,220,3
123,135,18-24,sports,0,334,154,2
17,101,25-34,tech,0,441,90,1
498,177,18-24,tech,0,142,240,1
107,214,35-44,news,0,68,263,0
418,243,18-24,news,0,468,224,0
197,32,25-34,news,0,248,25,0
54,152,35-44,sports,0,30,30,2
96,252,35-44,news,0,158,270,0
99,228,18-24,news,0,220,97,0
183,262,18-24,sports,0,182,277,2
77,77,18-24,sports,0,326,293,2
151,218,25-34,sports,0,54,296,2
416,182,18-24,movies,0,328,289,3
287,166,35-44,movies,0,211,187,3
264,152,18-24,tech,0,133,30,1
238,79,18-24,sports,0,179,71,2
147,157,35-44,news,0,155,33,0
216,218,18-24,news,0,25,296,0
13,282,25-34,tech,0,151,70,1
80,69,18-24,sports,0,64,106,2
191,114,35-44,news,0,382,109,0
257,245,35-44,tech,0,232,129,1
294,181,18-24,movies,0,98,43,3
287,199,18-24,news,0,211,284,0
