user_id,item_id,age_bucket,category,clicked
397,200,18-24,movies,0
458,128,25-34,tech,0
393,127,25-34,movies,0
17,101,25-34,tech,0
106,242,25-34,news,0
81,21,35-44,tech,0
326,152,18-24,news,0
442,111,18-24,sports,0
166,7,18-24,news,0
202,124,18-24,tech,0
353,243,35-44,sports,0
45,127,18-24,movies,0
316,173,35-44,tech,0
330,78,35-44,tech,0
119,162,35-44,news,0
224,98,18-24,movies,0
68,128,18-24,movies,0
286,150,35-44,movies,0
95,278,25-34,news,0
140,283,18-24,tech,0
230,151,25-34,news,0
397,259,25-34,sports,0
317,186,35-44,sports,0
32,275,25-34,sports,0
254,282,18-24,news,0
328,164,18-24,tech,0
34,22,18-24,sports,0
103,54,25-34,sports,0
292,198,35-44,movies,0
359,131,18-24,news,0
367,36,18-24,sports,0
475,40,25-34,tech,0
380,212,25-34,tech,0
136,270,18-24,tech,0
39,110,35-44,tech,0
118,272,25-34,sports,0
336,127,35-44,sports,0
285,212,35-44,tech,0
295,183,35-44,movies,0
218,53,18-24,sports,0
258,172,35-44,sports,0
307,226,25-34,news,0
166,190,25-34,movies,0
165,123,35-44,sports,0
281,130,25-34,movies,0
203,0,35-44,tech,0
305,8,35-44,sports,0
154,3,25-34,sports,0
161,11,35-44,news,0
261,284,35-44,sports,0
235,182,18-24,sports,0
455,298,18-24,sports,0
153,47,35-44,movies,0
111,39,35-44,news,0
88,249,35-44,tech,0
153,19,35-44,movies,0
28,171,25-34,movies,0
444,61,18-24,tech,0
323,195,18-24,news,0
163,276,35-44,sports,0
357,113,18-24,tech,0
201,228,35-44,tech,0
148,201,18-24,sports,0
243,292,35-44,tech,0
134,43,25-34,movies,0
66,69,25-34,sports,0
333,292,18-24,sports,0
136,220,25-34,tech,0
211,216,25-34,news,0
176,12,25-34,sports,0
315,226,35-44,sports,0
473,119,18-24,news,0
372,43,18-24,tech,0
317,75,25-34,tech,0
411,56,25-34,movies,0
169,107,35-44,sports,0
267,132,35-44,movies,0
72,9,25-34,tech,0
30,145,18-24,news,0
335,4,18-24,movies,0
339,184,18-24,tech,0
452,197,18-24,movies,0
363,50,25-34,movies,0
272,45,18-24,sports,0
234,287,35-44,tech,0
472,271,25-34,news,0
381,80,18-24,news,0
181,154,18-24,news,0
320,131,25-34,tech,0
485,143,18-24,sports,0
201,70,18-24,movies,0
347,116,25-34,sports,0
218,159,35-44,news,0
67,105,35-44,sports,0
350,103,18-24,news,0
460,268,18-24,movies,0
499,74,35-44,sports,0
285,272,35-44,tech,0
429,74,35-44,tech,0
450,211,25-34,news,0
478,140,18-24,sports,0
94,13,35-44,news,0
313,118,35-44,sports,0
13,183,18-24,movies,0
433,240,35-44,news,0
198,251,25-34,sports,0
115,16,25-34,tech,0
486,211,18-24,sports,0
33,90,25-34,movies,0
443,234,18-24,movies,0
21,194,35-44,news,0
480,292,35-44,tech,0
231,233,18-24,sports,0
202,20,35-44,movies,0
322,25,18-24,news,0
452,155,25-34,movies,0
150,27,35-44,sports,0
330,231,18-24,tech,0
299,279,18-24,movies,0
230,12,18-24,movies,0
364,103,25-34,tech,0
354,83,35-44,tech,0
361,230,35-44,news,0
362,196,35-44,sports,0
194,22,18-24,news,0
337,76,18-24,sports,0
364,26,25-34,news,0
393,228,25-34,sports,0
67,103,18-24,news,1
254,255,35-44,tech,0
252,121,18-24,movies,0
226,40,35-44,tech,0
280,142,35-44,sports,0
75,28,35-44,news,0
437,16,35-44,news,0
44,25,18-24,movies,0
82,145,35-44,sports,0
383,296,25-34,tech,0
153,165,25-34,movies,0
388,218,35-44,tech,0
68,62,35-44,news,0
211,268,18-24,sports,0
55,292,35-44,tech,0
352,147,25-34,news,0
294,181,18-24,movies,0
323,254,25-34,sports,0
119,148,18-24,tech,0
238,60,35-44,sports,0
212,211,18-24,news,0
412,108,18-24,sports,0
130,34,25-34,news,0
165,3,18-24,news,0
370,291,35-44,tech,0
99,169,25-34,movies,0
408,18,35-44,sports,0
321,235,35-44,news,0
416,211,35-44,tech,0
153,289,35-44,news,0
9,106,35-44,news,0
454,181,18-24,sports,0
15,173,25-34,sports,0
199,95,35-44,tech,0
384,157,35-44,news,0
139,211,18-24,movies,0
190,231,25-34,sports,0
89,57,25-34,tech,0
467,47,25-34,tech,0
463,256,18-24,sports,0
247,268,25-34,news,0
446,50,35-44,sports,0
18,235,25-34,tech,1
477,22,35-44,tech,0
455,23,18-24,news,0
388,159,35-44,sports,0
98,146,25-34,news,0
343,60,25-34,sports,0
58,7,35-44,tech,0
179,281,25-34,news,0
360,145,35-44,sports,0
159,173,35-44,movies,0
14,241,35-44,tech,0
27,44,25-34,movies,0
305,228,35-44,news,0
418,101,35-44,tech,0
386,238,35-44,sports,0
410,239,18-24,movies,0
329,238,25-34,sports,0
73,132,25-34,movies,0
469,169,25-34,movies,0
33,243,18-24,news,0
433,87,25-34,news,0
65,260,18-24,movies,0
407,54,25-34,tech,0
272,236,25-34,movies,0
124,280,18-24,movies,0
174,106,35-44,movies,0
222,290,25-34,sports,0
342,39,35-44,movies,0
305,237,25-34,tech,0
90,157,25-34,tech,0
350,194,25-34,movies,0
31,46,18-24,sports,0
462,0,18-24,sports,0
149,199,35-44,movies,0
348,162,25-34,news,0
479,222,35-44,news,0
298,4,35-44,movies,0
436,150,18-24,news,0
495,27,18-24,news,0
144,15,18-24,movies,0
201,162,35-44,movies,0
222,279,18-24,sports,0
96,284,25-34,news,0
78,147,35-44,sports,0
36,8,18-24,movies,0
499,69,18-24,sports,0
212,233,35-44,movies,0
232,260,25-34,movies,0
115,95,25-34,tech,0
433,121,35-44,news,0
279,295,25-34,tech,0
290,247,35-44,news,0
246,40,18-24,news,0
40,267,35-44,tech,0
322,39,35-44,news,0
462,175,35-44,tech,0
262,240,35-44,news,0
491,150,25-34,sports,0
472,155,35-44,news,0
242,296,18-24,tech,0
149,13,25-34,movies,0
258,39,25-34,news,0
143,140,25-34,tech,0
309,89,35-44,sports,0
189,89,25-34,sports,0
409,270,18-24,news,0
495,74,35-44,sports,0
385,211,25-34,sports,0
371,85,18-24,news,0
135,59,18-24,sports,0
243,154,25-34,sports,0
361,199,25-34,news,0
445,222,18-24,news,0
229,195,35-44,news,0
349,21,18-24,news,0
221,139,25-34,news,0
50,130,35-44,movies,0
345,123,35-44,sports,0
346,92,25-34,tech,0
425,34,18-24,movies,0
53,228,25-34,sports,0
128,98,18-24,tech,0
29,111,35-44,tech,0
61,44,35-44,sports,0
391,289,18-24,tech,0
129,150,25-34,tech,0
472,141,25-34,news,0
399,37,25-34,tech,0
170,30,25-34,news,0
35,251,18-24,movies,0
251,55,18-24,movies,0
329,54,25-34,news,0
37,36,35-44,news,0
9,254,18-24,tech,0
340,199,25-34,sports,0
463,200,35-44,tech,0
481,251,25-34,movies,0
372,35,35-44,sports,1
488,246,18-24,news,0
155,205,18-24,tech,0
436,174,18-24,movies,0
148,103,18-24,tech,0
338,97,25-34,movies,0
322,183,25-34,tech,0
224,97,18-24,tech,0
368,122,25-34,movies,0
276,157,25-34,movies,0
8,18,25-34,tech,0
369,21,25-34,tech,0
334,267,25-34,sports,0
119,36,18-24,sports,0
9,241,35-44,tech,0
332,66,18-24,sports,0
463,157,18-24,movies,0
427,32,18-24,tech,0
409,112,18-24,sports,0
415,205,25-34,tech,0
294,279,18-24,news,0
406,109,18-24,sports,0
61,140,18-24,movies,0
189,283,18-24,movies,0
297,20,18-24,tech,0
323,192,18-24,tech,0
41,3,18-24,sports,0
361,145,25-34,movies,0
105,73,35-44,news,0
210,122,18-24,tech,0
367,255,35-44,tech,0
400,154,25-34,movies,1
120,98,18-24,tech,0
441,276,35-44,sports,0
320,106,25-34,tech,0
407,76,35-44,movies,0
81,22,18-24,news,0
222,128,25-34,movies,0
379,26,35-44,sports,0
14,248,35-44,tech,0
120,227,35-44,news,0
382,166,18-24,tech,0
50,121,35-44,movies,0
192,112,18-24,movies,0
27,223,18-24,sports,0
232,91,25-34,news,0
368,99,35-44,news,0
103,171,18-24,tech,0
30,143,18-24,tech,0
234,214,18-24,news,0
151,80,35-44,sports,0
283,117,18-24,movies,0
250,110,35-44,movies,0
142,7,35-44,movies,0
126,126,25-34,movies,0
456,76,35-44,tech,0
22,20,25-34,tech,0
201,245,35-44,tech,0
123,42,35-44,tech,0
208,111,18-24,news,0
331,46,18-24,movies,0
82,235,35-44,tech,0
237,70,35-44,movies,0
446,189,35-44,movies,0
0,36,25-34,news,0
151,218,25-34,sports,0
41,171,35-44,tech,0
465,186,18-24,tech,0
238,20,25-34,news,0
286,34,35-44,sports,0
171,122,35-44,tech,0
377,297,35-44,sports,0
389,115,25-34,news,0
257,216,25-34,tech,0
176,231,25-34,tech,0
272,272,25-34,movies,0
409,33,18-24,movies,0
200,91,25-34,tech,0
141,57,35-44,sports,0
447,104,35-44,tech,0
496,277,18-24,movies,0
227,10,25-34,sports,0
446,118,35-44,news,0
175,167,25-34,movies,0
290,67,25-34,sports,0
116,247,25-34,news,0
24,75,25-34,news,0
85,82,35-44,news,0
89,78,18-24,sports,0
162,294,18-24,movies,0
94,105,35-44,tech,0
176,75,25-34,movies,0
83,273,25-34,tech,0
207,255,18-24,movies,0
79,2,35-44,news,0
151,242,25-34,sports,0
373,226,25-34,tech,0
460,20,18-24,tech,0
205,112,25-34,news,0
28,99,35-44,sports,0
392,142,18-24,tech,0
434,228,35-44,tech,0
201,99,25-34,news,0
261,28,35-44,news,0
366,218,25-34,movies,0
145,176,25-34,news,0
447,287,18-24,sports,0
227,212,25-34,news,0
372,217,35-44,movies,0
300,44,18-24,sports,0
444,268,25-34,tech,0
302,192,18-24,tech,0
468,139,25-34,sports,0
363,290,18-24,sports,0
195,148,35-44,movies,0
423,154,35-44,news,0
378,237,18-24,tech,0
78,134,25-34,movies,0
340,147,25-34,sports,0
352,125,18-24,tech,0
252,34,35-44,news,0
289,223,25-34,movies,0
418,61,25-34,tech,0
83,297,18-24,sports,0
449,69,25-34,sports,0
184,214,35-44,news,0
149,271,35-44,tech,0
392,93,18-24,sports,0
446,161,35-44,news,0
357,185,18-24,news,0
6,70,35-44,news,0
248,210,25-34,sports,0
79,257,18-24,sports,0
286,269,35-44,tech,0
469,39,18-24,sports,0
245,178,25-34,news,0
226,267,25-34,sports,0
14,60,18-24,sports,0
72,116,25-34,sports,0
40,217,35-44,tech,0
396,247,25-34,tech,0
16,262,35-44,tech,0
465,129,18-24,tech,0
5,49,18-24,sports,0
102,94,35-44,news,0
74,142,35-44,news,0
437,256,35-44,sports,0
34,50,35-44,tech,0
366,98,25-34,sports,0
275,2,35-44,tech,0
471,258,35-44,movies,0
301,94,25-34,tech,0
181,194,25-34,sports,0
208,57,25-34,tech,0
266,69,25-34,news,0
285,20,18-24,news,0
197,145,25-34,news,0
430,227,18-24,movies,0
437,219,18-24,tech,0
410,243,35-44,news,0
345,251,35-44,tech,0
267,43,18-24,sports,0
355,52,35-44,sports,0
499,101,25-34,sports,0
206,62,18-24,movies,0
142,297,35-44,news,0
410,204,25-34,movies,0
486,207,25-34,news,0
232,55,18-24,news,0
118,68,18-24,tech,0
425,34,25-34,tech,0
195,167,18-24,news,0
49,39,35-44,movies,0
103,150,35-44,movies,0
133,277,25-34,tech,0
16,220,18-24,movies,0
436,192,25-34,movies,0
90,285,35-44,news,0
84,251,25-34,sports,0
199,249,18-24,movies,0
350,276,35-44,movies,0
437,80,35-44,tech,0
253,193,35-44,news,0
145,164,18-24,tech,0
65,187,25-34,tech,0
320,174,25-34,tech,0
182,210,25-34,tech,0
126,120,35-44,news,0
466,33,25-34,tech,0
10,275,25-34,tech,0
442,216,35-44,movies,0
356,240,35-44,tech,0
193,292,25-34,news,0
413,250,18-24,sports,0
257,173,18-24,news,0
223,103,25-34,tech,0
274,109,25-34,news,0
293,205,18-24,tech,0
296,48,35-44,news,0
290,271,25-34,movies,0
407,39,35-44,news,0
153,221,35-44,news,0
205,128,35-44,movies,0
280,92,18-24,sports,0
109,239,25-34,movies,0
372,30,35-44,sports,0
75,123,18-24,news,0
210,163,18-24,sports,0
136,146,35-44,sports,0
307,120,25-34,sports,0
98,14,18-24,news,0
286,223,25-34,tech,0
139,69,18-24,news,0
142,281,18-24,tech,0
248,10,18-24,tech,0
152,32,25-34,news,0
453,46,25-34,sports,0
292,256,18-24,news,0
46,121,35-44,tech,0
160,168,35-44,movies,0
380,120,25-34,sports,0
89,109,25-34,movies,0
441,28,25-34,news,0
57,162,35-44,movies,0
126,142,18-24,news,0
188,157,18-24,tech,0
339,27,35-44,sports,0
196,158,35-44,news,0
350,62,35-44,sports,0
198,4,25-34,news,0
479,120,25-34,sports,0
82,224,35-44,news,0
392,208,18-24,news,0
421,251,25-34,movies,0
170,216,18-24,sports,0
259,33,25-34,movies,0
416,280,35-44,news,0
14,26,35-44,sports,0
405,69,18-24,movies,0
156,160,35-44,tech,0
127,264,35-44,sports,0
351,210,25-34,movies,0
376,68,25-34,sports,0
423,167,25-34,sports,0
188,93,25-34,movies,0
452,292,18-24,tech,0
472,285,35-44,sports,0
498,236,18-24,news,0
86,25,25-34,movies,0
76,45,25-34,sports,0
60,7,35-44,movies,0
475,232,35-44,movies,0
365,104,18-24,news,0
253,195,18-24,movies,0
307,110,25-34,sports,0
209,74,18-24,news,0
120,230,18-24,news,0
331,234,18-24,tech,0
446,165,35-44,movies,0
365,196,35-44,movies,0
131,37,18-24,tech,0
476,120,25-34,news,0
480,23,18-24,news,0
195,154,25-34,news,0
456,286,18-24,sports,0
257,252,25-34,movies,0
162,271,25-34,sports,0
160,22,18-24,movies,0
427,143,35-44,news,0
144,134,35-44,news,0
223,84,25-34,movies,0
77,284,35-44,movies,0
76,27,18-24,sports,0
133,83,35-44,movies,0
458,253,18-24,movies,0
363,287,25-34,movies,0
433,75,18-24,news,0
444,145,18-24,sports,0
421,139,35-44,sports,0
497,2,35-44,sports,0
39,126,25-34,tech,0
13,145,35-44,tech,0
302,54,25-34,sports,1
235,245,25-34,news,0
2,168,18-24,movies,0
374,291,18-24,sports,0
410,144,25-34,tech,0
280,195,18-24,movies,0
122,204,18-24,tech,0
83,198,25-34,news,0
488,78,18-24,news,0
221,158,35-44,sports,0
49,188,35-44,sports,0
453,198,25-34,news,0
216,46,25-34,news,0
222,218,18-24,tech,0
498,237,35-44,sports,0
365,79,25-34,tech,0
223,40,25-34,news,0
65,153,18-24,movies,0
24,282,18-24,tech,0
261,217,25-34,tech,0
368,291,25-34,news,0
41,257,18-24,tech,0
236,91,18-24,movies,0
213,152,25-34,movies,0
230,135,25-34,sports,0
40,132,35-44,tech,0
9,2,25-34,tech,1
335,244,25-34,movies,0
494,249,25-34,news,0
493,202,25-34,tech,0
7,97,18-24,tech,0
96,13,18-24,movies,0
332,123,25-34,sports,0
394,237,18-24,movies,0
59,85,18-24,movies,0
241,10,25-34,sports,0
291,200,18-24,news,1
322,221,25-34,movies,0
305,283,25-34,tech,0
248,262,35-44,movies,0
31,270,18-24,movies,0
283,32,25-34,movies,0
59,253,35-44,news,0
223,10,18-24,news,0
240,176,25-34,sports,0
300,173,35-44,movies,0
150,199,25-34,news,0
409,82,35-44,sports,0
383,44,35-44,movies,0
102,80,35-44,movies,0
212,252,25-34,sports,0
24,9,25-34,news,0
81,89,35-44,tech,0
172,220,18-24,sports,0
114,249,25-34,news,0
393,23,35-44,news,0
436,263,35-44,tech,0
474,224,25-34,tech,0
400,52,35-44,tech,0
85,60,18-24,news,0
149,226,35-44,movies,0
50,78,35-44,news,0
70,62,18-24,movies,0
393,3,18-24,movies,0
258,87,18-24,news,0
386,212,25-34,sports,0
385,271,25-34,sports,0
219,211,25-34,movies,0
264,185,18-24,movies,0
5,264,18-24,tech,0
205,84,25-34,tech,0
18,77,35-44,tech,0
365,266,25-34,movies,0
348,283,25-34,news,0
4,143,35-44,sports,0
228,105,35-44,movies,0
454,207,18-24,news,0
275,171,25-34,sports,0
276,145,18-24,tech,0
159,266,25-34,sports,1
455,276,35-44,news,0
396,155,35-44,movies,0
56,30,25-34,news,0
181,63,18-24,tech,0
293,2,25-34,news,0
412,297,35-44,sports,0
145,293,35-44,sports,0
266,126,18-24,news,0
98,184,25-34,tech,0
217,210,18-24,tech,0
454,66,25-34,sports,0
189,269,25-34,movies,0
299,255,35-44,movies,0
352,250,35-44,movies,0
73,258,18-24,movies,0
66,262,35-44,tech,0
233,242,18-24,sports,0
189,60,35-44,movies,0
189,292,25-34,tech,0
60,190,25-34,news,0
248,14,18-24,sports,0
215,24,25-34,news,0
419,250,18-24,tech,0
34,22,25-34,movies,0
289,231,25-34,movies,0
368,67,18-24,movies,0
341,229,18-24,news,0
319,209,25-34,sports,0
173,276,18-24,movies,0
330,45,18-24,tech,0
407,158,35-44,tech,0
43,98,35-44,tech,0
267,96,25-34,tech,0
479,272,18-24,tech,0
105,125,35-44,movies,0
273,164,25-34,tech,0
478,11,25-34,movies,0
12,270,25-34,movies,0
58,50,35-44,sports,0
93,130,18-24,sports,0
208,86,18-24,news,0
365,29,25-34,movies,0
72,211,25-34,news,0
423,61,18-24,sports,0
305,121,25-34,movies,0
137,31,25-34,movies,0
33,247,18-24,movies,0
467,9,25-34,tech,0
284,64,25-34,movies,0
433,256,18-24,sports,0
86,125,35-44,movies,0
284,231,18-24,tech,0
492,148,35-44,sports,1
477,246,25-34,news,0
194,179,35-44,sports,0
261,144,18-24,sports,0
288,35,25-34,tech,0
62,71,35-44,news,0
107,258,25-34,news,0
385,231,25-34,sports,0
164,174,18-24,movies,0
168,8,35-44,sports,0
1,243,18-24,tech,0
211,284,35-44,movies,0
275,41,35-44,tech,0
456,227,35-44,tech,0
416,192,35-44,news,0
429,4,18-24,movies,0
98,227,18-24,sports,0
388,143,35-44,news,0
417,155,35-44,sports,0
252,185,18-24,news,0
360,107,18-24,sports,0
326,202,18-24,news,0
252,87,35-44,sports,0
289,289,18-24,tech,0
381,33,18-24,news,0
438,116,35-44,news,0
347,11,35-44,news,0
452,232,18-24,movies,0
482,26,25-34,movies,0
208,140,18-24,movies,0
264,22,35-44,sports,0
470,215,35-44,movies,0
200,99,25-34,tech,0
413,12,35-44,sports,0
216,38,18-24,sports,0
159,32,35-44,tech,1
221,12,35-44,news,0
126,55,25-34,sports,0
426,27,25-34,sports,0
397,224,18-24,movies,0
43,31,18-24,movies,0
434,33,18-24,tech,0
226,28,25-34,movies,0
346,28,35-44,tech,0
195,205,18-24,movies,0
306,5,25-34,movies,0
219,51,25-34,tech,0
168,98,18-24,tech,1
365,34,35-44,sports,0
64,260,25-34,news,0
371,227,18-24,sports,0
22,30,18-24,news,0
262,183,25-34,sports,0
158,175,25-34,news,0
265,74,18-24,sports,0
427,286,18-24,movies,0
499,102,35-44,sports,0
174,96,35-44,movies,0
239,169,35-44,news,0
214,168,18-24,tech,0
404,21,25-34,sports,0
327,114,35-44,sports,0
109,122,25-34,news,0
192,105,25-34,sports,0
3,185,18-24,tech,0
284,58,18-24,news,0
323,299,25-34,tech,0
101,101,25-34,sports,0
134,89,25-34,sports,0
11,90,25-34,tech,1
346,70,25-34,tech,0
107,156,25-34,sports,0
190,87,35-44,movies,0
33,60,18-24,sports,0
98,272,25-34,news,0
219,125,18-24,sports,0
150,76,25-34,sports,0
407,143,18-24,movies,0
41,240,35-44,tech,0
198,260,25-34,movies,0
91,164,35-44,news,0
247,253,25-34,news,0
326,298,35-44,tech,0
458,103,25-34,sports,0
156,217,25-34,sports,0
191,130,35-44,tech,0
43,151,25-34,news,0
21,238,35-44,news,0
239,221,25-34,news,0
162,139,25-34,tech,0
119,135,35-44,tech,0
42,150,35-44,tech,0
474,116,18-24,tech,0
19,279,18-24,news,0
168,128,25-34,news,0
309,70,35-44,news,1
153,144,25-34,movies,0
420,296,35-44,tech,0
262,76,25-34,sports,0
383,107,25-34,sports,0
402,282,25-34,movies,0
43,160,18-24,movies,0
357,213,18-24,movies,0
285,15,25-34,sports,0
65,156,35-44,tech,0
337,181,25-34,sports,0
351,206,35-44,news,0
11,290,18-24,sports,0
487,169,35-44,movies,0
104,200,18-24,movies,0
55,168,35-44,movies,0
155,47,18-24,tech,0
90,16,35-44,movies,0
101,35,25-34,news,0
149,268,18-24,movies,0
265,5,18-24,news,0
210,200,18-24,tech,0
214,244,35-44,tech,0
462,105,18-24,sports,0
418,243,18-24,news,0
257,234,25-34,sports,1
73,228,18-24,movies,0
126,269,25-34,movies,0
294,20,35-44,tech,0
451,233,25-34,news,0
421,89,25-34,sports,0
316,221,25-34,movies,0
93,291,18-24,movies,0
22,122,18-24,news,0
275,149,35-44,tech,0
369,111,25-34,movies,0
283,62,25-34,tech,0
258,166,25-34,movies,0
106,259,18-24,movies,0
327,236,25-34,news,0
438,99,25-34,tech,1
58,69,25-34,movies,0
34,42,35-44,sports,0
224,71,25-34,news,0
87,9,35-44,tech,0
63,273,35-44,movies,0
343,5,35-44,news,0
183,91,18-24,tech,0
272,110,25-34,tech,0
415,267,35-44,tech,0
157,227,18-24,tech,0
193,103,18-24,news,0
102,46,18-24,movies,0
7,172,18-24,tech,0
451,49,35-44,sports,0
22,212,35-44,tech,0
165,287,35-44,sports,0
478,277,25-34,movies,0
109,54,25-34,news,0
205,161,18-24,movies,0
112,33,35-44,news,0
188,22,18-24,sports,0
392,255,18-24,sports,0
48,166,35-44,movies,0
497,68,25-34,sports,0
452,162,35-44,movies,0
9,299,25-34,movies,0
379,119,35-44,tech,0
315,63,25-34,sports,0
387,124,35-44,tech,0
191,255,25-34,sports,0
104,19,18-24,movies,0
168,68,25-34,news,0
389,20,35-44,movies,0
147,12,18-24,news,0
105,276,18-24,sports,0
356,113,35-44,movies,0
93,226,35-44,tech,0
251,35,18-24,tech,0
72,104,18-24,tech,0
281,104,18-24,tech,0
239,159,18-24,sports,0
90,127,25-34,news,0
495,103,25-34,movies,0
497,184,25-34,movies,0
225,216,35-44,movies,0
419,246,18-24,movies,0
42,153,35-44,sports,0
89,131,25-34,movies,0
145,192,35-44,movies,0
69,240,18-24,sports,0
2,6,35-44,news,0
473,212,25-34,news,0
157,36,25-34,tech,0
63,197,35-44,sports,0
223,130,35-44,news,0
250,188,35-44,tech,0
474,217,35-44,sports,0
17,185,35-44,tech,0
330,75,25-34,movies,0
75,130,18-24,sports,1
394,47,35-44,movies,0
300,41,35-44,sports,0
84,218,25-34,news,0
272,195,35-44,news,0
385,45,18-24,news,0
137,107,35-44,movies,0
3,86,25-34,tech,0
396,213,35-44,movies,0
375,220,18-24,sports,0
360,68,18-24,movies,0
485,56,25-34,sports,0
30,93,18-24,news,0
446,209,25-34,tech,0
85,40,25-34,tech,0
141,32,25-34,tech,0
244,248,35-44,tech,1
136,3,35-44,tech,0
267,3,25-34,news,0
242,172,35-44,movies,0
349,175,25-34,sports,0
340,204,25-34,tech,0
447,169,18-24,tech,0
357,205,35-44,sports,0
62,271,25-34,sports,0
316,243,35-44,movies,0
1,164,18-24,news,0
496,166,35-44,movies,0
248,204,35-44,tech,0
480,243,35-44,tech,0
150,99,35-44,sports,0
448,292,35-44,tech,0
407,44,25-34,movies,0
228,59,25-34,sports,0
87,45,18-24,movies,0
14,82,25-34,movies,0
112,131,35-44,movies,0
343,63,35-44,sports,0
324,251,18-24,news,0
477,294,35-44,tech,0
193,195,35-44,movies,0
114,132,18-24,news,0
45,174,35-44,sports,0
59,293,25-34,sports,0
488,194,35-44,tech,0
302,274,18-24,movies,0
163,186,35-44,sports,0
308,113,18-24,movies,1
436,235,25-34,sports,0
151,112,25-34,movies,0
145,74,35-44,tech,0
158,257,35-44,tech,0
434,293,25-34,sports,0
360,192,18-24,news,0
366,107,35-44,sports,0
26,91,25-34,movies,0
417,81,18-24,movies,0
347,242,25-34,movies,0
270,144,25-34,sports,0
280,201,18-24,sports,0
405,297,18-24,news,0
83,295,18-24,movies,0
149,74,18-24,sports,0
100,4,25-34,tech,0
439,75,25-34,movies,0
86,28,18-24,news,0
91,26,18-24,news,0
496,76,35-44,movies,0
60,123,25-34,movies,0
305,88,35-44,movies,0
407,45,25-34,movies,0
334,227,25-34,tech,0
42,62,25-34,sports,1
293,293,25-34,news,0
48,92,25-34,movies,0
359,222,25-34,sports,0
32,275,18-24,movies,0
10,201,35-44,movies,0
428,299,35-44,tech,0
106,60,18-24,sports,1
228,160,18-24,tech,0
105,82,18-24,news,0
17,43,18-24,news,0
278,87,25-34,tech,0
23,265,25-34,movies,0
251,160,35-44,news,0
261,107,35-44,tech,0
22,121,18-24,sports,0
438,110,18-24,sports,0
142,65,35-44,movies,0
130,133,25-34,sports,0
42,130,35-44,movies,0
73,274,18-24,tech,0
137,98,35-44,news,0
331,261,35-44,sports,0
78,161,25-34,movies,1
309,126,18-24,news,0
56,280,25-34,tech,0
45,185,25-34,news,0
408,115,25-34,tech,0
496,113,25-34,tech,0
63,89,35-44,news,0
413,250,18-24,news,0
443,144,35-44,news,0
459,24,18-24,news,0
199,92,25-34,movies,0
65,132,18-24,sports,0
73,193,35-44,news,0
371,189,35-44,sports,0
214,234,18-24,movies,0
408,239,35-44,news,0
219,266,35-44,sports,0
439,44,25-34,movies,0
432,46,35-44,tech,0
122,47,18-24,tech,0
146,283,25-34,tech,0
217,260,35-44,sports,0
263,272,35-44,tech,0
315,97,35-44,tech,0
359,273,35-44,news,0
378,270,35-44,tech,0
493,86,35-44,sports,0
187,68,35-44,news,0
216,253,25-34,sports,0
57,173,35-44,sports,0
435,60,25-34,news,0
135,109,18-24,movies,0
156,263,18-24,movies,0
434,249,18-24,news,1
235,168,25-34,news,0
179,95,25-34,news,1
220,251,18-24,tech,0
460,78,25-34,tech,0
3,79,35-44,news,0
202,191,25-34,news,0
93,274,25-34,tech,0
336,224,18-24,sports,0
222,2,25-34,sports,0
145,20,18-24,movies,0
169,16,18-24,sports,0
491,136,18-24,movies,0
253,65,25-34,movies,0
472,199,18-24,tech,0
405,10,18-24,sports,0
6,121,18-24,news,0
305,4,25-34,movies,0
248,42,25-34,sports,0
373,261,18-24,sports,0
58,134,35-44,sports,0
219,101,25-34,tech,0
257,92,18-24,sports,0
67,205,18-24,news,0
475,74,25-34,tech,0
46,26,25-34,movies,0
358,118,18-24,news,0
31,261,25-34,tech,0
137,186,25-34,news,0
126,163,18-24,sports,0
26,164,18-24,news,0
465,51,25-34,sports,0
251,186,25-34,news,0
342,6,35-44,sports,0
379,185,35-44,news,0
141,107,35-44,movies,0
54,66,35-44,tech,0
495,97,18-24,movies,0
38,279,35-44,news,0
242,103,35-44,sports,0
98,214,35-44,news,0
388,286,25-34,news,0
367,60,25-34,tech,0
268,257,18-24,sports,0
356,66,25-34,tech,0
31,97,35-44,movies,0
272,262,18-24,sports,0
260,196,35-44,movies,0
139,105,18-24,tech,0
111,4,35-44,movies,0
368,268,25-34,news,0
151,137,35-44,tech,0
23,273,18-24,news,0
75,142,18-24,news,0
26,127,18-24,tech,1
177,188,25-34,tech,0
452,281,25-34,sports,0
313,150,25-34,tech,0
5,182,18-24,news,0
497,8,35-44,tech,0
352,195,35-44,news,0
324,282,18-24,movies,0
137,104,35-44,movies,0
118,222,25-34,sports,0
47,253,18-24,movies,0
441,90,18-24,movies,0
92,144,18-24,news,0
90,201,35-44,sports,0
36,218,18-24,movies,0
496,206,18-24,sports,0
413,6,35-44,tech,0
10,56,18-24,tech,0
394,42,25-34,sports,0
307,6,18-24,tech,0
418,173,35-44,tech,0
245,288,25-34,sports,0
245,79,18-24,tech,0
136,278,18-24,tech,0
52,278,25-34,tech,0
428,212,18-24,tech,0
12,116,25-34,movies,0
335,146,18-24,movies,0
366,57,25-34,sports,0
114,52,25-34,news,0
170,60,25-34,tech,0
309,77,18-24,movies,0
307,92,35-44,movies,0
341,154,35-44,news,0
53,138,25-34,news,0
415,39,18-24,sports,0
75,163,18-24,movies,0
